GyroFB,GyroRL,AccelFB,AccelRL,L_FSR_X,L_FSR_Y,R_FSR_X,R_FSR_Y,
492,514,501,526,0,0,0,0,
492,515,498,525,0,0,0,0,
492,514,499,524,0,0,0,0,
492,514,499,525,0,0,0,0,
494,514,499,525,0,0,0,0,
492,514,501,526,0,0,0,0,
492,514,498,524,0,0,0,0,
491,515,499,526,0,0,0,0,
492,514,500,524,0,0,0,0,
492,515,501,524,0,0,0,0,
491,514,500,527,0,0,0,0,
492,514,500,526,0,0,0,0,
492,514,501,526,0,0,0,0,
491,514,499,524,0,0,0,0,
492,513,499,527,0,0,0,0,
492,514,499,524,0,0,0,0,
492,514,500,523,0,0,0,0,
492,514,498,526,0,0,0,0,
491,514,501,524,0,0,0,0,
491,514,500,525,0,0,0,0,
491,514,500,523,0,0,0,0,
492,514,501,525,0,0,0,0,
491,514,499,524,0,0,0,0,
492,514,497,526,0,0,0,0,
491,514,498,526,0,0,0,0,
492,514,500,525,0,0,0,0,
492,515,502,527,0,0,0,0,
492,515,500,526,0,0,0,0,
492,514,500,523,0,0,0,0,
492,514,501,525,0,0,0,0,
491,515,500,526,0,0,0,0,
492,514,499,528,0,0,0,0,
491,514,498,525,0,0,0,0,
491,514,500,525,0,0,0,0,
494,514,499,524,0,0,0,0,
492,515,501,524,0,0,0,0,
491,515,498,523,0,0,0,0,
491,514,499,525,0,0,0,0,
492,514,498,524,0,0,0,0,
492,514,499,525,0,0,0,0,
492,514,498,524,0,0,0,0,
491,515,499,524,0,0,0,0,
491,515,500,525,0,0,0,0,
491,514,500,526,0,0,0,0,
494,514,499,525,0,0,0,0,
492,514,500,525,0,0,0,0,
492,513,499,526,0,0,0,0,
492,514,500,523,0,0,0,0,
491,514,499,526,0,0,0,0,
492,514,501,527,0,0,0,0,
492,514,498,525,0,0,0,0,
492,514,499,525,0,0,0,0,
492,514,500,525,0,0,0,0,
491,514,501,523,0,0,0,0,
491,514,500,527,0,0,0,0,
492,514,498,525,0,0,0,0,
492,514,500,526,0,0,0,0,
492,514,498,523,0,0,0,0,
491,514,501,526,0,0,0,0,
492,514,498,526,0,0,0,0,
491,514,501,526,0,0,0,0,
491,514,499,523,0,0,0,0,
492,514,498,525,0,0,0,0,
491,514,499,524,0,0,0,0,
494,514,501,525,0,0,0,0,
492,514,500,525,0,0,0,0,
492,514,499,526,0,0,0,0,
491,514,500,523,0,0,0,0,
492,514,498,527,0,0,0,0,
492,514,500,525,0,0,0,0,
491,514,501,526,0,0,0,0,
492,514,498,525,0,0,0,0,
491,514,498,523,0,0,0,0,
491,514,501,524,0,0,0,0,
492,514,499,525,0,0,0,0,
491,514,499,524,0,0,0,0,
492,514,500,525,0,0,0,0,
492,514,499,525,0,0,0,0,
492,514,501,525,0,0,0,0,
492,514,499,523,0,0,0,0,
492,514,500,526,0,0,0,0,
492,514,500,524,0,0,0,0,
492,514,498,526,0,0,0,0,
492,514,498,525,0,0,0,0,
492,514,500,528,0,0,0,0,
491,514,500,527,0,0,0,0,
491,514,500,527,0,0,0,0,
491,514,500,524,0,0,0,0,
492,514,500,526,0,0,0,0,
491,514,499,523,0,0,0,0,
492,514,498,524,0,0,0,0,
491,514,501,525,0,0,0,0,
492,514,501,527,0,0,0,0,
491,514,500,526,0,0,0,0,
492,514,499,523,0,0,0,0,
491,514,499,526,0,0,0,0,
491,514,500,524,0,0,0,0,
492,514,500,526,0,0,0,0,
491,514,499,522,0,0,0,0,
491,514,498,526,0,0,0,0,
492,514,500,526,0,0,0,0,
492,514,499,525,0,0,0,0,
494,514,501,526,0,0,0,0,
492,515,501,525,0,0,0,0,
492,514,500,523,0,0,0,0,
492,514,500,523,0,0,0,0,
491,514,500,527,0,0,0,0,
491,514,500,527,0,0,0,0,
492,515,500,523,0,0,0,0,
491,514,498,523,0,0,0,0,
491,514,501,525,0,0,0,0,
491,514,500,525,0,0,0,0,
494,514,499,525,0,0,0,0,
491,514,500,526,0,0,0,0,
491,514,500,527,0,0,0,0,
491,514,499,527,0,0,0,0,
491,514,499,525,0,0,0,0,
491,514,499,525,0,0,0,0,
492,514,500,526,0,0,0,0,
492,514,499,524,0,0,0,0,
491,514,498,526,0,0,0,0,
491,514,499,526,0,0,0,0,
492,514,499,526,0,0,0,0,
492,514,500,527,0,0,0,0,
492,514,500,524,0,0,0,0,
492,514,499,524,0,0,0,0,
491,514,500,524,0,0,0,0,
492,515,499,525,0,0,0,0,
494,514,501,523,0,0,0,0,
491,514,500,526,0,0,0,0,
494,514,501,526,0,0,0,0,
492,514,500,525,0,0,0,0,
491,514,500,523,0,0,0,0,
491,514,501,527,0,0,0,0,
492,514,499,525,0,0,0,0,
492,515,497,525,0,0,0,0,
492,514,499,525,0,0,0,0,
491,514,502,527,0,0,0,0,
492,514,498,524,0,0,0,0,
491,514,501,525,0,0,0,0,
491,515,498,524,0,0,0,0,
494,515,498,524,0,0,0,0,
492,514,500,525,0,0,0,0,
492,514,500,525,0,0,0,0,
492,514,500,524,0,0,0,0,
491,514,501,525,0,0,0,0,
492,515,500,524,0,0,0,0,
492,514,500,526,0,0,0,0,
491,514,500,527,0,0,0,0,
491,514,498,526,0,0,0,0,
492,515,500,527,0,0,0,0,
492,514,501,523,0,0,0,0,
491,514,498,527,0,0,0,0,
494,514,500,526,0,0,0,0,
492,514,499,525,0,0,0,0,
494,514,500,523,0,0,0,0,
492,514,500,525,0,0,0,0,
494,514,501,527,0,0,0,0,
492,514,499,525,0,0,0,0,
491,514,500,526,0,0,0,0,
491,514,498,526,0,0,0,0,
491,514,501,525,0,0,0,0,
492,514,498,526,0,0,0,0,
492,514,500,527,0,0,0,0,
492,514,502,525,0,0,0,0,
492,515,500,526,0,0,0,0,
491,514,501,527,0,0,0,0,
491,514,499,524,0,0,0,0,
491,514,499,524,0,0,0,0,
492,514,498,523,0,0,0,0,
492,514,499,525,0,0,0,0,
491,514,499,523,0,0,0,0,
492,514,500,526,0,0,0,0,
491,514,500,527,0,0,0,0,
491,514,500,526,0,0,0,0,
492,514,500,527,0,0,0,0,
491,514,500,523,0,0,0,0,
491,514,497,525,0,0,0,0,
491,514,500,526,0,0,0,0,
492,514,500,525,0,0,0,0,
492,514,500,526,0,0,0,0,
492,515,498,523,0,0,0,0,
491,514,499,526,0,0,0,0,
490,514,499,527,0,0,0,0,
492,514,497,523,0,0,0,0,
492,514,501,526,0,0,0,0,
492,514,499,526,0,0,0,0,
492,515,500,524,0,0,0,0,
492,515,497,527,0,0,0,0,
491,514,500,526,0,0,0,0,
491,514,498,525,0,0,0,0,
491,514,500,526,0,0,0,0,
492,514,500,525,0,0,0,0,
492,514,499,523,0,0,0,0,
491,514,499,527,0,0,0,0,
492,514,500,525,0,0,0,0,
492,514,499,525,0,0,0,0,
492,515,499,526,0,0,0,0,
491,514,500,524,0,0,0,0,
491,514,500,524,0,0,0,0,
492,514,500,525,0,0,0,0,
492,514,498,525,0,0,0,0,
491,515,498,525,0,0,0,0,
491,514,501,525,0,0,0,0,
492,514,500,524,0,0,0,0,
492,514,500,526,0,0,0,0,
492,514,498,525,0,0,0,0,
491,514,500,526,0,0,0,0,
491,514,500,524,0,0,0,0,
492,514,501,523,0,0,0,0,
492,514,500,525,0,0,0,0,
492,514,501,524,0,0,0,0,
491,514,500,525,0,0,0,0,
492,514,498,525,0,0,0,0,
492,514,498,525,0,0,0,0,
492,514,500,522,0,0,0,0,
492,514,499,525,0,0,0,0,
492,514,499,524,0,0,0,0,
492,514,500,523,0,0,0,0,
491,514,499,524,0,0,0,0,
492,515,499,523,0,0,0,0,
491,514,500,524,0,0,0,0,
492,514,498,526,0,0,0,0,
492,514,498,526,0,0,0,0,
491,514,499,524,0,0,0,0,
492,514,500,524,0,0,0,0,
492,514,499,524,0,0,0,0,
492,514,499,527,0,0,0,0,
491,514,501,527,0,0,0,0,
492,514,500,525,0,0,0,0,
491,514,499,526,0,0,0,0,
492,514,499,525,0,0,0,0,
492,514,499,527,0,0,0,0,
491,514,499,525,0,0,0,0,
492,514,499,526,0,0,0,0,
492,514,499,525,0,0,0,0,
491,514,501,526,0,0,0,0,
492,514,499,526,0,0,0,0,
491,514,501,525,0,0,0,0,
491,514,501,524,0,0,0,0,
492,514,499,525,0,0,0,0,
492,514,499,523,0,0,0,0,
492,514,497,526,0,0,0,0,
492,514,500,523,0,0,0,0,
491,515,500,525,0,0,0,0,
494,514,500,525,0,0,0,0,
491,514,500,524,0,0,0,0,
492,514,500,524,0,0,0,0,
491,514,500,525,0,0,0,0,
492,514,501,525,0,0,0,0,
492,514,498,525,0,0,0,0,
492,514,500,526,0,0,0,0,
492,514,500,528,0,0,0,0,
492,514,499,525,0,0,0,0,
492,514,498,526,0,0,0,0,
492,514,498,524,0,0,0,0,
492,515,501,527,0,0,0,0,
491,514,499,527,0,0,0,0,
492,514,500,525,0,0,0,0,
491,514,498,526,0,0,0,0,
492,514,500,524,0,0,0,0,
494,514,498,523,0,0,0,0,
492,514,498,526,0,0,0,0,
492,514,500,525,0,0,0,0,
491,514,499,524,0,0,0,0,
491,514,500,526,0,0,0,0,
491,514,499,524,0,0,0,0,
492,514,500,526,0,0,0,0,
491,514,499,525,0,0,0,0,
494,514,499,525,0,0,0,0,
492,514,499,526,0,0,0,0,
492,514,499,522,0,0,0,0,
492,514,498,524,0,0,0,0,
492,514,499,527,0,0,0,0,
492,514,500,524,0,0,0,0,
491,514,498,524,0,0,0,0,
492,514,500,526,0,0,0,0,
492,514,499,525,0,0,0,0,
492,514,498,525,0,0,0,0,
492,514,500,523,0,0,0,0,
491,514,501,526,0,0,0,0,
492,514,499,526,0,0,0,0,
492,514,498,524,0,0,0,0,
492,514,499,526,0,0,0,0,
492,514,498,524,0,0,0,0,
492,514,500,523,0,0,0,0,
491,514,498,526,0,0,0,0,
492,514,499,526,0,0,0,0,
492,514,500,526,0,0,0,0,
492,514,499,524,0,0,0,0,
492,513,499,524,0,0,0,0,
494,514,501,525,0,0,0,0,
491,514,498,525,0,0,0,0,
492,514,498,525,0,0,0,0,
492,514,499,524,0,0,0,0,
492,514,498,525,0,0,0,0,
492,514,501,524,0,0,0,0,
492,513,498,524,0,0,0,0,
492,514,498,526,0,0,0,0,
492,514,499,525,0,0,0,0,
492,514,498,527,0,0,0,0,
491,514,501,525,0,0,0,0,
491,514,500,526,0,0,0,0,
492,514,500,524,0,0,0,0,
492,514,500,525,0,0,0,0,
492,515,499,524,0,0,0,0,
491,514,501,524,0,0,0,0,
492,514,499,523,0,0,0,0,
492,514,499,525,0,0,0,0,
491,514,496,525,0,0,0,0,
492,514,500,526,0,0,0,0,
491,514,499,526,0,0,0,0,
492,514,499,526,0,0,0,0,
492,515,499,524,0,0,0,0,
492,514,500,525,0,0,0,0,
492,514,501,526,0,0,0,0,
491,514,500,525,0,0,0,0,
491,514,500,525,0,0,0,0,
494,514,498,524,0,0,0,0,
492,514,500,526,0,0,0,0,
491,514,498,525,0,0,0,0,
492,514,500,525,0,0,0,0,
491,515,498,526,0,0,0,0,
492,514,498,528,0,0,0,0,
492,514,499,522,0,0,0,0,
491,515,498,525,0,0,0,0,
491,514,498,525,0,0,0,0,
491,514,499,524,0,0,0,0,
494,514,501,526,0,0,0,0,
492,514,501,526,0,0,0,0,
492,514,500,524,0,0,0,0,
492,514,501,525,0,0,0,0,
492,514,500,526,0,0,0,0,
492,514,500,524,0,0,0,0,
492,514,500,525,0,0,0,0,
492,514,499,524,0,0,0,0,
491,515,502,525,0,0,0,0,
492,514,500,525,0,0,0,0,
491,514,501,527,0,0,0,0,
491,514,499,523,0,0,0,0,
490,514,501,524,0,0,0,0,
492,514,500,525,0,0,0,0,
494,515,498,526,0,0,0,0,
491,515,501,527,0,0,0,0,
491,514,500,524,0,0,0,0,
491,514,500,527,0,0,0,0,
491,514,502,523,0,0,0,0,
492,514,499,523,0,0,0,0,
492,515,498,525,0,0,0,0,
491,514,501,526,0,0,0,0,
492,514,500,523,0,0,0,0,
491,515,498,527,0,0,0,0,
491,514,498,525,0,0,0,0,
494,514,497,526,0,0,0,0,
492,514,498,526,0,0,0,0,
492,515,501,527,0,0,0,0,
492,514,499,526,0,0,0,0,
492,514,499,525,0,0,0,0,
491,514,498,522,0,0,0,0,
492,514,500,526,0,0,0,0,
492,514,501,525,0,0,0,0,
492,514,499,528,0,0,0,0,
491,514,500,526,0,0,0,0,
492,514,500,524,0,0,0,0,
492,514,501,524,0,0,0,0,
494,514,499,526,0,0,0,0,
492,514,500,525,0,0,0,0,
492,514,501,526,0,0,0,0,
492,514,500,526,0,0,0,0,
492,514,501,525,0,0,0,0,
492,514,500,526,0,0,0,0,
491,515,500,523,0,0,0,0,
494,513,499,526,0,0,0,0,
492,514,499,524,0,0,0,0,
491,514,501,528,0,0,0,0,
492,514,499,524,0,0,0,0,
491,514,498,525,0,0,0,0,
492,514,501,526,0,0,0,0,
492,514,499,523,0,0,0,0,
491,514,501,525,0,0,0,0,
492,514,499,525,0,0,0,0,
492,514,498,523,0,0,0,0,
491,514,500,525,0,0,0,0,
492,514,500,526,0,0,0,0,
491,514,500,524,0,0,0,0,
492,514,500,523,0,0,0,0,
494,514,499,526,0,0,0,0,
491,514,499,525,0,0,0,0,
492,514,500,523,0,0,0,0,
491,514,500,523,0,0,0,0,
492,515,499,525,0,0,0,0,
490,514,500,525,0,0,0,0,
491,514,500,524,0,0,0,0,
492,515,500,525,0,0,0,0,
492,514,499,523,0,0,0,0,
492,514,499,526,0,0,0,0,
491,514,499,525,0,0,0,0,
492,514,499,526,0,0,0,0,
491,514,498,526,0,0,0,0,
491,514,499,524,0,0,0,0,
491,515,497,528,0,0,0,0,
492,514,499,526,0,0,0,0,
492,515,498,530,0,0,0,0,
492,514,499,525,0,0,0,0,
492,514,499,524,0,0,0,0,
492,514,498,524,0,0,0,0,
492,514,501,525,0,0,0,0,
492,514,499,525,0,0,0,0,
491,515,498,526,0,0,0,0,
492,514,501,527,0,0,0,0,
492,514,499,526,0,0,0,0,
492,514,500,524,0,0,0,0,
492,514,499,524,0,0,0,0,
492,515,499,525,0,0,0,0,
492,514,499,525,0,0,0,0,
494,514,497,524,0,0,0,0,
491,514,498,525,0,0,0,0,
492,514,499,526,0,0,0,0,
492,515,500,526,0,0,0,0,
492,514,499,524,0,0,0,0,
492,514,500,525,0,0,0,0,
491,514,500,525,0,0,0,0,
492,514,500,527,0,0,0,0,
492,514,500,524,0,0,0,0,
492,514,499,526,0,0,0,0,
491,514,500,527,0,0,0,0,
492,515,499,523,0,0,0,0,
492,514,500,526,0,0,0,0,
492,515,499,525,0,0,0,0,
492,515,500,524,0,0,0,0,
491,514,499,525,0,0,0,0,
491,514,500,524,0,0,0,0,
491,515,499,525,0,0,0,0,
492,514,499,526,0,0,0,0,
491,514,499,524,0,0,0,0,
492,514,498,525,0,0,0,0,
492,514,501,525,0,0,0,0,
491,514,498,526,0,0,0,0,
491,514,498,525,0,0,0,0,
492,515,500,526,0,0,0,0,
492,514,499,525,0,0,0,0,
491,514,499,527,0,0,0,0,
492,514,499,525,0,0,0,0,
491,514,500,527,0,0,0,0,
492,514,500,526,0,0,0,0,
490,515,499,524,0,0,0,0,
492,514,498,523,0,0,0,0,
492,515,498,524,0,0,0,0,
492,514,500,525,0,0,0,0,
492,514,500,526,0,0,0,0,
491,514,498,524,0,0,0,0,
491,514,499,525,0,0,0,0,
492,515,500,525,0,0,0,0,
492,514,499,524,0,0,0,0,
491,514,500,526,0,0,0,0,
492,513,499,526,0,0,0,0,
492,514,498,526,0,0,0,0,
491,514,498,525,0,0,0,0,
491,514,501,527,0,0,0,0,
491,514,499,525,0,0,0,0,
492,514,500,526,0,0,0,0,
492,514,498,526,0,0,0,0,
494,514,499,525,0,0,0,0,
492,514,501,528,0,0,0,0,
492,514,499,525,0,0,0,0,
491,514,500,526,0,0,0,0,
492,514,499,525,0,0,0,0,
491,514,501,527,0,0,0,0,
494,514,501,526,0,0,0,0,
491,514,500,525,0,0,0,0,
492,514,499,525,0,0,0,0,
492,513,498,524,0,0,0,0,
492,513,501,523,0,0,0,0,
492,514,500,525,0,0,0,0,
494,514,498,525,0,0,0,0,
491,514,500,526,0,0,0,0,
491,513,499,528,0,0,0,0,
491,514,499,525,0,0,0,0,
492,514,500,527,0,0,0,0,
492,514,499,526,0,0,0,0,
492,514,501,524,0,0,0,0,
494,514,499,524,0,0,0,0,
492,514,499,525,0,0,0,0,
492,514,500,525,0,0,0,0,
492,514,499,524,0,0,0,0,
491,514,499,527,0,0,0,0,
492,514,500,525,0,0,0,0,
491,514,497,526,0,0,0,0,
492,514,498,526,0,0,0,0,
492,514,499,523,0,0,0,0,
492,514,501,523,0,0,0,0,
491,514,498,523,0,0,0,0,
492,514,501,526,0,0,0,0,
494,514,499,524,0,0,0,0,
492,515,499,525,0,0,0,0,
491,514,495,528,0,0,0,0,
492,515,497,527,0,0,0,0,
492,514,504,509,0,0,0,0,
491,513,496,522,0,0,0,0,
490,514,497,528,0,0,0,0,
492,518,498,525,0,0,0,0,
492,514,501,523,0,0,0,0,
494,514,499,526,0,0,0,0,
492,513,499,525,0,0,0,0,
492,515,498,529,0,0,0,0,
491,515,501,521,0,0,0,0,
491,514,499,525,0,0,0,0,
492,514,498,527,0,0,0,0,
492,514,499,524,0,0,0,0,
492,514,502,524,0,0,0,0,
491,514,498,524,0,0,0,0,
494,514,499,525,0,0,0,0,
494,514,500,524,0,0,0,0,
492,514,499,525,0,0,0,0,
492,514,500,527,0,0,0,0,
491,514,498,524,0,0,0,0,
492,514,499,525,0,0,0,0,
491,514,498,528,0,0,0,0,
492,515,500,527,0,0,0,0,
490,514,499,526,0,0,0,0,
492,513,501,525,0,0,0,0,
492,514,500,526,0,0,0,0,
492,514,500,526,0,0,0,0,
492,515,501,526,0,0,0,0,
492,515,501,526,0,0,0,0,
491,514,498,525,0,0,0,0,
492,513,500,525,0,0,0,0,
492,514,500,525,0,0,0,0,
491,513,500,526,0,0,0,0,
492,513,500,526,0,0,0,0,
492,514,498,524,0,0,0,0,
491,514,501,523,0,0,0,0,
492,517,500,526,0,0,0,0,
491,517,500,523,0,0,0,0,
492,515,498,527,0,0,0,0,
491,514,498,525,0,0,0,0,
491,514,500,526,0,0,0,0,
492,514,497,525,0,0,0,0,
491,515,500,523,0,0,0,0,
492,514,499,526,0,0,0,0,
492,514,499,525,0,0,0,0,
492,515,499,526,0,0,0,0,
491,515,501,524,0,0,0,0,
492,513,501,526,0,0,0,0,
492,517,499,526,0,0,0,0,
492,515,498,526,0,0,0,0,
492,515,499,525,0,0,0,0,
492,515,501,527,0,0,0,0,
492,513,498,525,0,0,0,0,
492,513,499,522,0,0,0,0,
492,514,499,526,0,0,0,0,
491,514,499,524,0,0,0,0,
492,514,498,524,0,0,0,0,
491,514,499,523,0,0,0,0,
491,514,500,526,0,0,0,0,
492,514,498,527,0,0,0,0,
491,514,500,525,0,0,0,0,
492,514,500,526,0,0,0,0,
491,514,500,527,0,0,0,0,
492,513,499,522,0,0,0,0,
492,513,502,525,0,0,0,0,
491,514,498,523,0,0,0,0,
491,515,499,526,0,0,0,0,
492,514,500,525,0,0,0,0,
492,514,499,526,0,0,0,0,
492,513,500,526,0,0,0,0,
492,514,499,525,0,0,0,0,
492,514,499,525,0,0,0,0,
494,514,501,527,0,0,0,0,
494,512,498,524,0,0,0,0,
492,513,500,522,0,0,0,0,
492,514,502,524,0,0,0,0,
492,514,499,528,0,0,0,0,
494,514,496,525,0,0,0,0,
491,514,500,526,0,0,0,0,
492,514,502,524,0,0,0,0,
494,514,502,523,0,0,0,0,
491,514,500,526,0,0,0,0,
494,515,499,523,0,0,0,0,
492,514,499,525,0,0,0,0,
492,513,500,525,0,0,0,0,
492,514,500,523,0,0,0,0,
492,514,501,527,0,0,0,0,
492,514,499,523,0,0,0,0,
492,514,499,524,0,0,0,0,
492,514,504,529,0,0,0,0,
492,515,499,527,0,0,0,0,
492,517,498,524,0,0,0,0,
491,515,500,526,0,0,0,0,
492,514,501,526,0,0,0,0,
491,514,501,527,0,0,0,0,
491,513,499,523,0,0,0,0,
492,514,499,525,0,0,0,0,
491,514,500,525,0,0,0,0,
492,514,499,525,0,0,0,0,
491,514,500,523,0,0,0,0,
492,514,502,528,0,0,0,0,
494,513,500,526,0,0,0,0,
491,513,500,525,0,0,0,0,
492,514,500,526,0,0,0,0,
489,513,497,523,0,0,0,0,
491,506,495,523,0,0,0,0,
495,496,497,523,0,0,0,0,
494,487,499,527,0,0,0,0,
495,472,497,523,0,0,0,0,
490,469,499,521,0,0,0,0,
476,467,500,524,0,0,0,0,
460,467,499,523,0,0,0,0,
441,472,501,523,0,0,0,0,
427,477,501,523,0,0,0,0,
421,481,499,522,0,0,0,0,
417,484,501,522,0,0,0,0,
417,486,502,520,0,0,0,0,
426,489,503,523,0,0,0,0,
439,490,500,521,0,0,0,0,
454,494,499,522,0,0,0,0,
462,501,501,521,0,0,0,0,
461,504,512,520,0,0,0,0,
462,509,507,521,0,0,0,0,
467,511,502,521,0,0,0,0,
480,512,498,522,0,0,0,0,
495,515,490,526,0,0,0,0,
505,520,497,521,0,0,0,0,
504,520,508,513,0,0,0,0,
495,525,506,525,0,0,0,0,
484,520,497,514,0,0,0,0,
482,518,506,521,0,0,0,0,
472,518,512,516,0,0,0,0,
467,518,506,525,0,0,0,0,
479,518,504,525,0,0,0,0,
489,517,506,527,0,0,0,0,
491,518,505,522,0,0,0,0,
489,515,515,518,0,0,0,0,
496,517,507,525,0,0,0,0,
497,518,500,520,0,0,0,0,
499,514,514,517,0,0,0,0,
495,515,505,521,0,0,0,0,
495,512,510,518,0,0,0,0,
489,514,506,523,0,0,0,0,
487,514,509,520,0,0,0,0,
482,515,509,520,0,0,0,0,
482,517,509,522,0,0,0,0,
487,517,505,522,0,0,0,0,
495,517,506,523,0,0,0,0,
496,517,506,522,0,0,0,0,
494,517,505,520,0,0,0,0,
